gene,free:hom_g2,free:hom_e2,free:v,free:w,free:V_BIN,free:V_BMem,free:V_CD4ET,free:V_CD4NC,free:V_CD8ET,free:V_CD8NC,free:V_NK,free:W_BIN,free:W_BMem,free:W_CD4ET,free:W_CD4NC,free:W_CD8ET,free:W_CD8NC,free:W_NK,free:ct_beta_BIN,free:ct_beta_BMem,free:ct_beta_CD4ET,free:ct_beta_CD4NC,free:ct_beta_CD8ET,free:ct_beta_CD8NC,free:ct_beta_NK,p:free:hom_g2,p:free:hom_e2,p:free:V,p:free:W,p:free:vc_BIN,p:free:vc_BMem,p:free:vc_CD4ET,p:free:vc_CD4NC,p:free:vc_CD8ET,p:free:vc_CD8NC,p:free:vc_NK
ENSG00000007923,0.00120061,-0.0615922,-0.0114867,0.267779,0.109708,-0.236911,0.0100726,0.0222967,-0.0161774,-0.0159232,0.0465282,0.184525,2.66352,0.0351206,-0.00575293,-0.674083,-0.395169,0.0662908,0.151705,0.384327,0.266953,0.199343,0.717825,0.377987,0.812186,0.470605,0.772186,0.802816,0.619144,0.247121,0.933199,0.46568,0.230486,0.600148,0.575174,0.323216
ENSG00000171735,0.01345,0.137448,0.018747,0.0532703,-0.0361548,0.0511364,0.077865,0.0327347,0.0144416,-0.0229156,0.014122,-0.116158,0.884733,-0.462713,0.130916,-0.00194885,0.0884391,-0.150375,-0.227909,0.967152,0.524707,-0.252527,0.409569,-0.000314444,0.863428,0.262023,0.00261048,0.901407,0.346586,0.689323,0.395115,0.223061,0.131963,0.380223,0.731565,0.405683
ENSG00000049245,0.000744545,0.22078,-0.00729224,0.102159,-0.028794,-0.0628948,0.0125703,-0.00152365,-0.0206913,0.0511047,-0.000816976,0.116301,0.155373,0.622428,-0.136324,0.0527232,0.028622,-0.12401,-0.330179,-0.036573,0.0887994,-0.270278,0.665952,-0.18227,2.11569,0.481195,9.89446e-05,0.957495,0.544305,0.643097,0.769002,0.458016,0.534153,0.708697,0.182743,0.505132
ENSG00000049246,0.0084079,0.0449813,-0.0110858,-0.115901,0.0540368,-0.0441354,-0.141203,-0.0115463,0.0159418,-0.0450684,0.0943734,0.306787,0.0169418,-0.67648,0.0964608,-0.386318,-0.251403,0.0827068,-1.28884,-0.843694,-0.35162,-0.449366,0.0270983,-0.298203,0.490372,0.361156,0.264888,0.951665,0.609562,0.324578,0.6083,0.85177,0.650682,0.442513,0.731595,0.281878
ENSG00000116288,0.0258173,0.0431831,0.0132656,0.0740878,0.0162944,0.0208332,-0.00282493,0.00626956,-0.00160458,-0.0116337,0.0655248,0.100387,0.044711,-0.049702,-0.0317521,0.127101,0.0622837,0.265587,-1.0828,-0.33011,-0.172843,-0.590226,0.911661,-0.277637,1.94231,0.000240805,1.00835e-06,0.205652,4.19586e-12,0.203141,0.21571,0.582706,0.172229,0.555813,0.896904,0.0222564
ENSG00000142599,0.0927726,0.00038053,-0.0135421,0.502181,-0.247125,0.20191,0.0633938,-0.0209922,-0.0789121,0.00591897,-0.0189882,2.38585,0.575927,-0.362442,-0.209866,0.109051,0.127107,0.889639,4.83374,1.81574,-0.77278,-0.917373,-1.31504,-0.907613,-0.167835,0.0155874,0.498031,0.758532,0.0036839,0.933252,0.232612,0.323614,0.674477,0.913857,0.47251,0.59074
ENSG00000074800,0.0130524,0.0591737,0.00425304,0.114186,-0.00327442,-0.00861967,-0.00328837,0.0043357,-0.00456613,0.00228267,0.0429015,0.0646102,0.182962,0.115685,0.0670998,0.0943821,0.0636744,0.21089,-1.37363,-0.79568,0.34061,-0.130741,0.328546,0.0150387,0.777128,0.0310262,1.82261e-06,0.181133,7.27665e-26,0.646537,0.819052,0.596609,0.219175,0.730828,0.385088,0.00217684
ENSG00000230679,0.021325,0.025808,0.0516536,-0.052032,0.201521,0.00138052,0.048176,0.0222712,0.00632543,0.12349,-0.0415884,-0.132611,0.787493,-0.800125,0.139652,-0.121896,0.0114909,-0.248228,-0.801494,-1.0124,0.510132,0.934073,-1.04221,0.233494,-1.64877,0.161599,0.346023,0.589556,0.620332,0.108577,0.495786,0.389949,0.28768,0.45119,0.145721,0.891417
ENSG00000180758,0.0145881,0.0532176,0.0986041,0.333974,-0.120726,0.377455,0.410668,0.0101765,0.0123913,-0.0410191,0.0412833,-1.00105,3.07546,-0.393085,0.140908,-0.330621,0.919109,-0.0729026,0.391017,0.277369,0.294209,0.529433,-0.219805,0.473343,-0.961406,0.326877,0.334668,0.909985,0.401846,0.660219,0.184071,0.122199,0.431964,0.463078,0.600677,0.323535
ENSG00000049239,0.346272,0.0779227,-0.0728904,0.185559,0.065397,-0.248542,-0.0896475,-0.158222,-0.10782,-0.00286333,0.0314657,0.384895,0.83445,-0.631172,0.0932163,-0.0650825,0.243812,0.438792,0.651084,0.406852,0.282511,0.226398,0.780242,0.51618,1.46694,4.82564e-08,0.154284,0.0597952,0.453909,0.379474,0.864411,0.728709,0.997889,0.817833,0.509924,0.423871
ENSG00000171621,0.0506259,0.0182079,0.0243074,0.465127,-0.0419275,-0.218025,-0.164314,-0.0780188,0.367396,-0.0518936,0.356935,-0.0100466,0.395607,1.20114,0.314092,0.620093,0.465529,0.269479,-0.695886,-0.0482758,1.04823,0.273444,0.272467,0.5048,-0.211052,0.0718781,0.393302,0.103779,0.223671,0.603815,0.869605,0.726454,0.974982,0.034856,0.67903,0.0136573
ENSG00000171612,0.00169803,0.206789,0.00599795,0.363984,0.0672789,-0.108917,-0.00337931,-0.00231503,0.000315821,0.0285834,0.0604183,-0.404946,2.71784,-0.176131,-0.165001,-0.0517296,0.404987,0.222864,0.220253,0.870692,-0.519254,-0.214205,-0.240838,0.251913,0.992496,0.456481,0.000361262,0.969811,0.0117128,0.30419,0.783963,0.522064,0.54479,0.496903,0.315451,0.207301
ENSG00000188807,0.00177998,-0.0115632,0.0405661,-0.123081,0.323508,0.0979848,0.0452532,-0.0204209,0.090614,-0.155465,-0.097511,-1.89539,0.471455,0.876827,0.100237,-0.395116,0.400076,-0.419654,-0.0176561,0.199533,0.162233,-0.0469031,0.253634,0.272656,0.337712,0.477339,0.540734,0.793762,0.0489285,0.150269,0.384375,0.425384,0.696217,0.282842,0.894193,0.806564
ENSG00000171608,0.0321687,0.0928731,0.0447812,0.276323,0.187075,0.00946231,0.172276,-0.0222161,0.0131595,-0.0409993,-0.00528895,0.292853,0.89622,0.300469,0.151644,-0.142864,0.369083,0.0668581,-1.17617,-0.795359,0.311681,0.170382,-0.147125,0.794168,1.18411,0.11168,0.0692164,0.852666,0.411903,0.113791,0.471165,0.167566,0.763099,0.429658,0.753274,0.529272
ENSG00000171603,0.0237746,0.0560428,-0.00369404,0.207225,-0.00922836,-0.130717,-0.0119924,-0.0148873,0.0507323,-0.000865006,0.0910997,0.206313,0.186531,0.043357,0.182609,0.264739,0.136705,0.430318,-1.87304,-0.976508,-0.0659992,-0.573505,0.894326,-0.389554,0.94269,0.0854513,0.117655,0.638722,0.426508,0.554149,0.970131,0.556278,0.768162,0.239394,0.507996,0.179226
ENSG00000178585,0.00212673,0.0121776,-0.0199207,0.491696,-0.0169947,-0.0230299,-0.0127831,4.30511e-05,-0.00285589,-0.00150526,-0.0823188,0.355893,0.731501,-0.146836,0.00315556,0.290546,-0.0311907,2.2388,-1.14573,-1.12201,-1.03837,-1.35372,1.33828,-1.10324,6.12068,0.323351,0.341866,0.371413,3.64504e-05,0.771639,0.786006,0.764476,0.49678,0.54463,0.535373,0.992521
ENSG00000162441,-0.00264107,-0.0342568,0.00299904,-0.110015,0.0641097,-0.0262327,-0.039918,0.00146671,-0.00787986,0.0271189,0.00232854,-0.562787,-0.53905,-0.21794,0.155553,-0.247551,0.305536,0.336136,-1.04392,-0.808039,0.756182,0.2747,0.322775,0.346914,0.841526,0.770974,0.822564,0.787299,0.0106401,0.124459,0.768728,0.845409,0.423356,0.734509,0.249976,0.473133
ENSG00000173614,0.00545075,-0.00765417,-0.0128247,-0.195411,-0.0921373,0.124797,-0.0894308,-0.0172769,-0.0162034,0.00877436,-0.00829565,-0.330068,-1.26476,-0.300064,-0.0149754,0.54031,-0.257917,0.259597,1.37262,0.687991,0.337616,0.398484,-0.0652865,0.477177,0.540097,0.340087,0.537248,0.60746,0.698502,0.837662,0.257468,0.973594,0.885419,0.683787,0.44001,0.567556
ENSG00000130939,0.0769764,0.00710891,-0.00604104,0.0682844,-0.0236545,-0.0863291,0.0519957,0.0299955,-0.0679723,-0.00834551,0.0620229,1.66812,-1.2107,-0.245107,0.252918,-0.130819,-0.149754,0.293336,-0.793088,-0.272436,-0.520668,-0.900617,-0.0506887,-0.607662,-0.043175,0.00232299,0.458701,0.601853,0.0821313,0.580207,0.776077,0.323103,0.189603,0.950486,0.562059,0.220615
ENSG00000054523,0.00024415,0.147148,0.0186622,0.132567,0.00242749,-0.093562,0.0638054,-0.0101768,0.157918,0.0180991,-0.00787571,-0.60928,0.705435,-0.0411453,0.038166,-0.136446,0.564537,0.4067,-1.40375,-0.480372,-0.824648,-1.04506,1.07194,-0.514567,1.26704,0.493388,0.0400079,0.862342,0.783631,0.482385,0.818368,0.278778,0.75202,0.119305,0.397968,0.531028
ENSG00000142657,0.00273778,0.0391545,-0.0302924,0.234211,-0.011729,-0.137895,-0.0241496,-0.00235487,-0.00878697,0.00195311,-0.0290842,0.0631535,0.429929,-0.164311,0.226229,0.191791,0.0390082,0.853675,0.0112158,1.69775,0.433388,0.09974,0.160928,0.517339,1.24207,0.360581,0.252367,0.837046,0.14474,0.564826,0.946408,0.684924,0.581075,0.604726,0.476435,0.755619
ENSG00000160049,0.00187892,0.0384085,-0.0206207,-0.011778,-0.00151138,-0.0791458,-0.0179264,-0.000707136,-0.016444,-0.0125201,-0.01609,-0.0371816,-1.07843,0.466896,0.000894762,0.100859,0.194413,0.270108,0.199541,0.653526,-0.00162027,-0.0556374,0.358862,0.287538,0.959317,0.37463,0.170522,0.55118,0.225093,0.513825,0.982483,0.621447,0.528098,0.812439,0.726824,0.776508
ENSG00000142655,0.000612034,0.0522225,-0.0132369,-0.172806,-0.0364705,-0.0204046,-0.0256194,-0.0018379,0.0440211,0.0157398,-0.0680865,-0.0945772,0.00507134,-0.907871,-0.0562088,-0.471604,0.013642,0.301908,-1.011,-0.556486,-0.0490541,-0.140451,0.416185,0.089675,1.83476,0.474513,0.158099,0.728125,0.296459,0.81177,0.61706,0.628448,0.547885,0.204795,0.358267,0.945245
ENSG00000130940,0.00417235,0.102586,-0.0205645,-0.0188679,-0.0409205,-0.0949468,0.00280455,0.00157967,-0.038231,0.0331481,-0.00738544,-1.27058,0.43697,0.190591,-0.276,0.511543,-0.270295,0.545693,0.108601,-0.0800792,-1.11581,-1.25493,1.37544,-0.915551,2.02544,0.377574,0.0613037,0.769332,0.00295706,0.632973,0.937301,0.476999,0.454108,0.761928,0.186204,0.530609
ENSG00000120948,-0.00201988,0.0794095,0.0168441,0.119151,0.0137657,0.0346101,0.0795692,0.0294878,0.0146356,-0.0353984,-0.0187609,0.283303,-0.531014,0.917099,0.0919611,0.142457,0.0791779,-0.148928,-0.0111391,0.809533,-0.209875,-0.323015,-0.645307,-0.0863797,0.32759,0.542895,0.134193,0.939603,0.817482,0.456273,0.425038,0.269284,0.185114,0.415405,0.805269,0.642301
ENSG00000116649,0.00494139,0.0356126,-0.00270042,0.0156392,-0.00748997,-0.0227283,0.0122177,-0.00230661,0.00120587,-0.000351782,0.000550125,-0.0365826,0.273984,-0.0444498,-0.0831801,0.116083,0.125328,-0.241709,0.29894,1.01374,0.586657,0.340307,0.697586,0.669925,0.195661,0.365593,0.130319,0.941942,0.000498053,0.697296,0.833204,0.266704,0.623598,0.469242,0.5117,0.484414
ENSG00000171824,-0.00177372,0.0133948,-0.0212276,0.265352,-0.109326,-0.00666082,-0.0507099,0.00604187,0.00445249,-0.0215994,0.0292087,0.995881,-0.0100143,0.210764,0.00667237,0.159684,0.399781,0.0946985,-0.134776,0.362596,-0.0245044,-0.247712,0.694757,-0.00967019,0.940878,0.585966,0.398548,0.871733,0.611759,0.886901,0.517716,0.793805,0.347998,0.465867,0.742871,0.319368
ENSG00000198793,-0.00589408,0.0411569,-0.00821873,-0.135645,-0.0461485,-0.113361,0.0495573,0.015959,-0.0394741,0.015104,0.0608326,1.00004,-1.2665,0.0195211,-0.0100207,-0.137779,-0.418309,-0.136471,-0.176469,0.0847285,-0.0758166,-0.522252,-0.0486292,-0.147172,0.971998,0.623313,0.327241,0.993603,0.787861,0.604927,0.675121,0.401924,0.308748,0.687121,0.423564,0.338364
ENSG00000120942,-0.00397662,0.0930959,0.00494816,0.103007,0.068783,-0.0603962,0.0791039,-0.00299429,-0.00962334,-0.0208732,-0.0193627,0.59921,-0.117862,-0.293279,0.213186,-0.00625702,0.194197,0.131852,0.0872438,0.490141,0.284565,0.696849,-0.71182,0.248814,-0.290423,0.657885,0.0238899,0.953593,0.220594,0.259862,0.725795,0.183797,0.581858,0.609034,0.697892,0.658644
ENSG00000116661,0.0481654,0.228257,0.0566299,0.718998,0.000325477,0.0687877,-0.0094179,-0.0264906,0.0557663,-0.00505725,0.312495,0.113484,-0.597853,0.077896,-0.0113614,0.15074,0.240056,5.06002,-0.76336,0.765331,-0.808167,-0.696268,-0.286665,-0.601394,2.53819,0.0075609,6.76425e-06,0.507297,5.81527e-10,0.497789,0.321585,0.574899,0.922514,0.139405,0.571637,0.058594
ENSG00000132879,0.0122412,0.139892,-0.0211847,0.102672,-0.0222811,-0.0659423,-0.0749617,0.000432681,0.0114012,0.00107369,0.00198458,-0.132201,0.0993199,0.130669,0.117218,-0.0587518,0.215934,0.346517,-1.24448,-0.195936,-1.09882,-0.844761,-0.227816,-0.946741,2.15336,0.221443,0.00745178,0.961606,0.833186,0.623898,0.750229,0.881991,0.491493,0.414941,0.490623,0.489645
ENSG00000116663,0.00422246,0.0404511,0.0198425,0.455765,-0.0273962,0.0141484,6.00124e-05,-0.00209655,0.0230442,-0.0024884,0.133626,0.109027,-0.0655577,-0.13256,-0.0100763,0.471457,-0.0174047,2.83547,-1.18714,-0.658439,-1.38912,-1.54693,1.35395,-1.1614,6.08388,0.200227,0.0291807,0.500977,1.91857e-11,0.974404,0.355879,0.498469,0.651735,0.246793,0.606311,0.0764371
ENSG00000116670,0.00221145,0.0037065,0.00354506,0.210235,0.00663045,0.00377979,-0.0136252,-0.00485876,0.0195586,-0.0240013,0.0373319,-0.209196,0.0600784,-0.139219,0.0289519,0.263815,0.108433,1.35878,-1.30347,-0.891406,-1.02582,-1.49311,1.48171,-0.975565,4.52357,0.350769,0.425696,0.359284,2.66631e-05,0.414995,0.470867,0.73125,0.778614,0.262588,0.994307,0.297603
ENSG00000177674,0.0169373,0.0209711,0.0196164,0.413155,-0.0163832,-0.017739,-0.0161015,-0.0101725,0.0321922,-0.00798201,0.173501,0.116609,0.128294,0.0437598,0.0287617,0.489968,0.0390071,2.04568,-1.9854,-1.85824,-1.38143,-1.32037,1.27002,-1.16742,5.32661,0.000636364,0.0470057,0.265608,1.6165e-23,0.928154,0.884394,0.93008,0.973966,0.0602949,0.849444,0.0216588
ENSG00000177000,0.122654,0.0607357,-0.0296083,0.363288,0.134542,-0.266328,-0.140824,-0.0173009,-0.0127074,-0.0431793,0.13854,-1.02443,3.08174,0.603927,-0.15064,0.105003,-0.533922,0.46133,1.95457,1.98646,-0.573656,-0.663681,0.117954,-0.337334,1.98537,0.0101526,0.245647,0.591268,0.03941,0.275063,0.836124,0.94908,0.628457,0.55727,0.733863,0.219377
ENSG00000011021,-0.00165954,0.00938627,-0.0445257,-0.275061,0.0716001,-0.368756,0.0310765,-0.00833552,-0.0416983,0.0231778,-0.0187443,0.538308,-1.95273,-0.486481,-0.077607,-0.133915,0.219381,-0.0323848,3.38498,2.64073,-1.26503,-1.3939,-0.322193,-1.1059,0.48627,0.52677,0.472323,0.982666,0.816217,0.432928,0.825943,0.397353,0.619468,0.712762,0.384382,0.562335
ENSG00000116685,-0.0130407,0.0341909,0.00256898,0.414521,-0.0295307,-0.0978468,0.0283892,0.0163081,-0.0427867,-0.0175207,0.16097,-0.64799,2.55236,-0.474093,-0.328906,1.10038,-0.276351,0.976247,-0.38075,0.590973,-0.733986,-1.31515,0.768258,-0.970641,2.46609,0.823456,0.287237,0.44413,3.45352e-07,0.671216,0.687776,0.324005,0.168691,0.844989,0.788226,0.0848663
ENSG00000083444,0.0132119,0.0110888,0.403,0.0938548,0.0204947,0.00625799,-0.0259699,-0.0110759,0.296885,-0.0111268,2.54553,-0.0396441,-0.109716,-0.00124185,0.0330014,0.6088,-0.00560445,0.171389,-1.07272,-1.19731,-1.34842,-1.42293,0.691722,-1.23332,4.4862,0.161781,0.312068,2.99955e-05,0.0219728,0.288318,0.413901,0.916038,0.786813,0.00175983,0.750703,1.10828e-07
ENSG00000116688,-0.0121769,0.0183887,0.0310222,-0.107954,0.0849378,0.0761509,-0.0572431,0.0549915,-0.0298657,-0.0203225,0.108507,-0.89589,-0.544929,-0.0250032,0.156188,-0.111493,0.148039,0.517407,-0.596011,-0.0843341,-0.506642,-0.484323,0.478289,-0.135683,1.34332,0.806132,0.403875,0.696529,0.456967,0.224995,0.384063,0.730378,0.0627744,0.665001,0.621328,0.220443
ENSG00000116691,0.0272049,-0.00982058,0.044692,0.121883,0.165508,0.236912,-0.0282115,-0.0143609,-0.0436978,-0.00763842,0.00433225,-0.277861,1.08157,0.144131,-0.0287304,0.0546875,-0.028719,-0.091889,0.524367,2.94958,-0.499946,-0.887669,0.426338,-0.716865,0.549523,0.0912063,0.577058,0.857981,0.912112,0.10719,0.202125,0.672355,0.727858,0.840372,0.561875,0.465489
ENSG00000028137,0.00246922,0.0203585,0.00677864,0.470646,-0.00395435,0.0452091,-0.00502002,0.00424396,0.0177754,-0.00776333,-0.00304017,0.330377,0.796046,0.140419,0.113104,0.637419,0.243602,1.03356,-2.04753,-0.387987,-0.527353,-1.39786,1.32776,-1.28094,2.34746,0.260794,0.13243,0.847162,2.77664e-22,0.59303,0.202962,0.611091,0.229246,0.276393,0.854994,0.538866
ENSG00000048707,0.0115156,0.00724959,-0.0116981,0.025532,-0.0833024,0.0216484,-0.0379062,-0.0246287,-0.0249107,0.0580754,0.00913727,1.10301,-0.554486,0.21836,0.133843,0.0130691,-0.26832,-0.466755,-1.52478,-1.18681,-0.156414,-0.306483,-0.491948,-0.152059,-0.575057,0.298113,0.456945,0.963631,0.562103,0.720736,0.447302,0.58954,0.798262,0.662741,0.227908,0.455156
ENSG00000162496,0.00296838,0.0577151,0.00163686,0.415885,-6.50809e-05,-0.00889564,0.0147775,0.00794614,-0.0154388,0.0326699,-0.019536,-0.24558,-0.280374,0.389077,0.473512,0.145917,0.377379,2.05127,-3.40669,-3.43886,-0.389789,0.0474136,-1.30317,-0.279701,3.56104,0.360898,0.0295136,0.984256,4.4816e-19,0.502099,0.708553,0.401174,0.321012,0.742133,0.275224,0.587501
ENSG00000116731,0.028059,0.138944,0.017678,0.522067,0.00921797,0.161908,0.0277783,-0.000213027,-0.0230899,-0.0415784,-0.0102765,2.64552,3.28619,-0.683851,-0.419475,-0.37527,-0.387686,-0.410965,3.72617,4.99265,-1.27078,-1.39892,-1.02667,-0.899544,-0.530259,0.112162,0.00284699,0.377348,2.88917e-15,0.468368,0.212679,0.27094,0.504331,0.811831,0.971973,0.608144
ENSG00000142634,0.0017854,-0.0127565,-0.00173219,0.258027,-0.00142025,-0.00108797,-0.00102007,-0.00176331,0.000347671,-0.000225377,-0.00695602,-0.0220213,0.000425053,-0.000632901,-0.0123832,0.965963,0.0305124,0.844328,-1.9844,-1.75648,-1.94041,-2.18284,2.11724,-1.83397,6.81021,0.114602,0.998884,0.905881,1.3676e-68,0.687355,0.63634,0.665441,0.890226,0.49004,0.536114,0.725168
ENSG00000132906,0.00025803,-0.11322,0.0461458,0.0660182,0.0568991,0.0436415,0.125079,0.00479395,-0.0170801,0.0285399,0.0811468,-0.676511,-0.375832,0.812167,0.176608,0.354625,0.382897,-0.211827,1.03167,1.23232,-0.0648594,-0.548668,0.294073,-0.185719,2.24579,0.494956,0.918373,0.991123,0.381194,0.395577,0.425265,0.222251,0.423703,0.615684,0.332422,0.298063
ENSG00000116138,0.222605,0.0794593,-0.0047762,0.349501,0.319485,-0.0791815,-3.13113e-05,0.0143535,-0.115986,-0.0743367,-0.0977363,-0.120463,3.11695,-0.685371,0.0501006,-0.167982,-0.00324702,0.256526,1.12247,1.2412,0.0462672,-0.112367,-0.0835252,0.0652361,0.143833,7.52612e-05,0.195767,0.516584,0.424797,0.0909108,0.614346,0.500088,0.40894,0.95386,0.81543,0.84368
ENSG00000116771,0.0182358,0.0407411,0.0139113,0.0359119,0.0931898,0.0267058,-0.00231855,0.00345572,-0.00375301,0.00544251,-0.025343,-0.563705,-0.169512,0.441565,0.347114,-0.0363176,-0.028106,0.260344,-0.392759,0.815703,1.50613,1.93495,-0.861879,1.51628,-1.4789,0.0976056,0.164426,0.688079,0.00912353,0.16663,0.407093,0.50883,0.456704,0.559192,0.459776,0.951916
ENSG00000197312,0.0531598,0.156349,0.0292219,0.0441611,-0.0455376,0.173265,0.113459,-0.01735,-0.0144975,0.0417807,-0.0465657,1.07234,-0.306862,-0.282536,-0.0591445,-0.00868377,-0.295633,0.189649,1.14007,1.36352,-0.106038,-0.188706,0.0860154,0.236823,0.169848,0.0841443,0.0718385,0.979767,0.936657,0.588142,0.290751,0.222128,0.660293,0.572356,0.321041,0.700548
ENSG00000116786,-0.00637652,0.138177,0.0527457,0.320648,-0.00973933,0.127311,0.206786,-0.00222182,0.0794506,0.0109585,-0.0433251,0.861041,2.37155,-0.616447,-0.0755332,0.0937143,-0.0162457,-0.373539,0.880882,2.49945,-0.390942,-0.662465,-0.204441,-0.258951,-0.00194448,0.599595,0.105226,0.900353,0.81325,0.518357,0.402261,0.142493,0.527209,0.220096,0.420181,0.768505
ENSG00000162458,-0.000158499,0.0527097,0.0195137,0.48655,-0.00258809,0.0433991,-0.0428706,0.000659929,0.0531947,0.0906152,-0.00581454,0.174635,0.616738,2.98421,-0.135514,-0.263514,-0.413426,0.442716,0.98674,1.20601,-0.05548,-0.0987516,0.389125,0.0614757,0.888774,0.50307,0.283709,0.976726,0.198068,0.504577,0.437359,0.594181,0.488738,0.266079,0.149042,0.533864
ENSG00000065526,0.0022385,0.0046141,-0.00147307,0.0750265,-0.000299501,0.042638,0.00263078,0.00954217,-0.0142826,-0.0256008,-0.0249395,0.276392,0.0929215,-0.249924,-0.264203,0.182415,-0.292807,0.78039,0.635975,0.86259,-0.437251,-0.52152,-0.295636,-0.368769,0.492761,0.444842,0.473078,0.866325,0.00269046,0.501732,0.371497,0.48299,0.280398,0.654228,0.892583,0.780797
ENSG00000116809,-0.00546029,0.114112,-0.00429672,-0.36004,-0.0386252,0.0219969,-0.104974,0.00168373,0.0416514,0.0706594,-0.0224689,0.315916,-2.8643,-0.0312252,-0.0507579,-0.160412,-0.13928,0.409772,0.143912,1.17629,-0.0853953,-0.416013,0.0939386,-0.289362,0.119194,0.657207,0.0702261,0.610563,0.276877,0.649451,0.457905,0.969354,0.460272,0.253098,0.161909,0.660501
ENSG00000142632,0.00607236,0.109557,0.043234,-0.143962,-0.0312066,-0.000628722,0.0486399,0.00360087,0.0309619,-0.0194222,0.270693,-0.467087,-0.17004,-0.00719345,-0.116641,-0.357208,-0.235694,0.346132,-0.16735,-0.109683,0.178085,-0.2083,1.01896,0.202881,2.16526,0.305637,0.0591879,0.731425,0.740362,0.750339,0.501699,0.325751,0.408958,0.295959,0.732157,0.0450332
ENSG00000132881,0.0166677,-0.0500537,0.0110205,-0.236878,-0.0513003,0.208428,0.0709949,0.00165525,-0.0191841,-0.0383679,-0.0950825,0.344057,-0.106054,-0.776366,-0.0249135,-0.393815,-0.368435,-0.332621,0.0757781,0.0120157,0.0597621,-0.198643,0.116015,-0.113322,1.14256,0.217413,0.71719,0.838999,0.667198,0.625455,0.16174,0.366979,0.475703,0.628858,0.851521,0.816061
ENSG00000037637,0.000703927,0.230391,-0.00778182,-0.135951,-0.0142191,-0.0897169,0.0307352,-0.00825516,-0.0337449,-0.0239926,0.0847207,0.484491,-0.338565,-0.408287,-0.0660831,-0.80813,0.189612,-0.00469291,0.137567,-0.000181484,-0.454649,-0.543904,0.466064,-0.214175,0.730722,0.474412,0.00113202,0.837795,0.266937,0.561394,0.845534,0.340272,0.732828,0.838174,0.73293,0.157732
ENSG00000055070,0.000437709,0.0870315,0.0133528,0.0199562,0.0550403,0.0228918,0.0128018,0.00446672,-0.00442807,0.015157,-0.0124602,-0.00808466,-0.0741389,-0.135467,-0.105997,0.248123,0.00997963,0.205278,-0.38945,0.134589,-0.659207,-1.00881,0.545293,-0.667127,2.3301,0.464362,0.000539223,0.874557,0.0288594,0.15779,0.3148,0.311542,0.235084,0.643013,0.206597,0.745615
ENSG00000157191,-0.00217119,0.0763518,0.0118605,0.147813,-0.0100833,0.067655,0.0265615,0.00605473,0.000615499,-0.00573583,-0.00204404,-0.00628769,0.0735294,0.393734,0.407893,0.0270196,0.169319,-0.0305192,-1.62626,-1.19617,1.26084,0.868583,-1.39372,0.142354,-1.47456,0.751536,1.75171e-05,0.531979,2.52016e-18,0.862155,0.0805721,0.208644,0.219997,0.471294,0.841687,0.619916
ENSG00000219481,0.108218,0.493867,0.0157236,0.0199032,0.210116,0.0269641,-0.0764243,-0.0152607,0.0196839,-0.0769146,0.0219011,0.938689,0.315307,-0.345412,-0.233088,-0.624007,-0.298922,0.386754,0.509612,0.680599,-0.481281,-0.134028,-0.0314691,0.173649,0.490881,3.33033e-05,9.15184e-09,0.140858,0.0100225,0.0460513,0.406564,0.976118,0.704645,0.325838,0.995067,0.34636
ENSG00000215908,0.0534346,0.365523,0.00988569,0.11297,0.0162258,-0.000224401,-0.0188073,0.00925221,0.043061,-0.0207536,0.0404461,0.0327754,0.478072,-0.236516,0.095504,-0.0911174,-0.0712645,0.583337,-0.369946,-0.897698,-0.457043,-0.369834,-0.157547,-0.309884,0.4614,0.000326504,1.22095e-10,0.886757,0.170956,0.401187,0.501261,0.685307,0.31119,0.142195,0.793411,0.205183
